Id;id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;orientation;exterieur;balcony;garden;parking;ville;departement;date_fin_programme;adresse_entiere;date_extraction;surface;etage;nom_programme ;promoteur
0;59_0_L'alcve_Bouygues;3;Appartement;178823;203400.5687;169500.47;2849.71;3419.65;N;FALSE;FALSE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;59;0;L'alcve;Bouygues
1;59_2_L'alcve_Bouygues;3;Appartement;183218;208399.6209;173666.35;2919.74;3503.69;N;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;59;2;L'alcve;Bouygues
2;63_1_L'alcve_Bouygues;3;Appartement;190340;216500.4739;180417.06;2832.74;3399.29;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;63;1;L'alcve;Bouygues
3;63_1__1_L'alcve_Bouygues;3;Appartement;192098;218500.0948;182083.41;2876.06;3451.27;SO;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;63;11;L'alcve;Bouygues
4;59_3_L'alcve_Bouygues;3;Appartement;192098;218500.0948;182083.41;3061.25;3673.51;N;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;59;3;L'alcve;Bouygues
5;63_2_L'alcve_Bouygues;3;Appartement;194296;221000.1896;184166.82;2891.61;3469.94;S;FALSE;TRUE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;63;2;L'alcve;Bouygues
6;85_4_L'alcve_Bouygues;4;Appartement;297598;338500.0948;282083.41;3315.9;3979.08;Vue privilégiée;TRUE;FALSE;FALSE;1;Clermont-Ferrand;63;01/08/2023;91 RUE DE LA GANTIERE 63000 Clermont-Ferrand;2021-07-21;85;4;L'alcve;Bouygues
7;48_LesBucoliques_Bouygues;2;Maison;;143000;119166.67;2439.94;2927.93;NO;TRUE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;48;;LesBucoliques;Bouygues
8;48__1_LesBucoliques_Bouygues;2;Maison;;146000;121666.67;2491.13;2989.35;NO;TRUE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;48;1;LesBucoliques;Bouygues
9;46_2_LesBucoliques_Bouygues;2;Appartement;;156000;130000;2816.29;3379.55;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;46;2;LesBucoliques;Bouygues
10;64_1_LesBucoliques_Bouygues;3;Appartement;;175000;145833.33;2251.9;2702.29;NO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;64;1;LesBucoliques;Bouygues
11;62_1_LesBucoliques_Bouygues;3;Appartement;;177000;147500;2379.03;2854.84;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;62;1;LesBucoliques;Bouygues
12;68_1_LesBucoliques_Bouygues;3;Appartement;;186000;155000;2279.41;2735.29;NE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;68;1;LesBucoliques;Bouygues
13;68_1__1_LesBucoliques_Bouygues;3;Appartement;;190000;158333.33;2312.11;2774.53;NE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;68;11;LesBucoliques;Bouygues
14;64_2_LesBucoliques_Bouygues;3;Appartement;;191000;159166.67;2457.79;2949.35;NO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;64;2;LesBucoliques;Bouygues
15;68_LesBucoliques_Bouygues;3;Maison;;195000;162500;2380.25;2856.31;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;68;;LesBucoliques;Bouygues
16;68_1__2_LesBucoliques_Bouygues;3;Appartement;;195000;162500;2380.25;2856.31;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;68;12;LesBucoliques;Bouygues
17;72_1_LesBucoliques_Bouygues;3;Appartement;;201000;167500;2325.42;2790.5;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;1;LesBucoliques;Bouygues
18;72_1__1_LesBucoliques_Bouygues;3;Appartement;;202000;168333.33;2336.99;2804.39;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;11;LesBucoliques;Bouygues
19;66_LesBucoliques_Bouygues;3;Maison;;203000;169166.67;2537.37;3044.85;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;66;;LesBucoliques;Bouygues
20;68_2_LesBucoliques_Bouygues;3;Appartement;;204000;170000;2490.11;2988.14;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;68;2;LesBucoliques;Bouygues
21;72_1__2_LesBucoliques_Bouygues;3;Appartement;;204000;170000;2360.13;2832.15;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;12;LesBucoliques;Bouygues
22;62_3_LesBucoliques_Bouygues;3;Appartement;;206000;171666.67;2737.47;3284.96;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;62;3;LesBucoliques;Bouygues
23;72_LesBucoliques_Bouygues;3;Maison;;206000;171666.67;2360.33;2832.39;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;;LesBucoliques;Bouygues
24;75_1_LesBucoliques_Bouygues;3;Appartement;;210000;175000;2319.11;2782.93;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;75;1;LesBucoliques;Bouygues
25;61_2_LesBucoliques_Bouygues;3;Appartement;;212000;176666.67;2862.85;3435.42;NE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;61;2;LesBucoliques;Bouygues
26;60_3_LesBucoliques_Bouygues;3;Appartement;;212000;176666.67;2909.05;3490.86;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;60;3;LesBucoliques;Bouygues
27;67_2_LesBucoliques_Bouygues;3;Appartement;;213000;177500;2619.93;3143.91;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;67;2;LesBucoliques;Bouygues
28;78_1_LesBucoliques_Bouygues;4;Appartement;;213000;177500;2275.64;2730.77;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;78;1;LesBucoliques;Bouygues
29;59_3_LesBucoliques_Bouygues;3;Appartement;;217000;180833.33;3039.22;3647.06;O;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;59;3;LesBucoliques;Bouygues
30;82_LesBucoliques_Bouygues;4;Maison;;218000;181666.67;2215.45;2658.54;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;82;;LesBucoliques;Bouygues
31;81_1_LesBucoliques_Bouygues;4;Appartement;;218000;181666.67;2219.51;2663.41;NE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;81;1;LesBucoliques;Bouygues
32;84_LesBucoliques_Bouygues;4;Maison;;221000;184166.67;2192.46;2630.95;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;84;;LesBucoliques;Bouygues
33;71_2_LesBucoliques_Bouygues;3;Appartement;;221000;184166.67;2572.52;3087.02;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;71;2;LesBucoliques;Bouygues
34;72_2_LesBucoliques_Bouygues;3;Appartement;;221000;184166.67;2556.81;3068.17;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;2;LesBucoliques;Bouygues
35;72_2__1_LesBucoliques_Bouygues;3;Appartement;;222000;185000;2568.37;3082.05;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;21;LesBucoliques;Bouygues
36;75_2_LesBucoliques_Bouygues;3;Appartement;;229000;190833.33;2528.93;3034.72;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;75;2;LesBucoliques;Bouygues
37;71_LesBucoliques_Bouygues;3;Maison;;231000;192500;2688.92;3226.71;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;71;;LesBucoliques;Bouygues
38;72__1_LesBucoliques_Bouygues;3;Maison;;232000;193333.33;2684.07;3220.88;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;1;LesBucoliques;Bouygues
39;72_3_LesBucoliques_Bouygues;3;Appartement;;232000;193333.33;2684.07;3220.88;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;72;3;LesBucoliques;Bouygues
40;82__1_LesBucoliques_Bouygues;4;Maison;;233000;194166.67;2344.44;2813.33;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;82;1;LesBucoliques;Bouygues
41;89_LesBucoliques_Bouygues;4;Maison;;239000;199166.67;2227.57;2673.08;NO;TRUE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;;LesBucoliques;Bouygues
42;87_1_LesBucoliques_Bouygues;4;Appartement;;239000;199166.67;2265.32;2718.38;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;87;1;LesBucoliques;Bouygues
43;75_3_LesBucoliques_Bouygues;3;Appartement;;239000;199166.67;2639.37;3167.24;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;75;3;LesBucoliques;Bouygues
44;88_1_LesBucoliques_Bouygues;4;Appartement;;239000;199166.67;2255.06;2706.07;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;88;1;LesBucoliques;Bouygues
45;89_1_LesBucoliques_Bouygues;4;Appartement;;240000;200000;2222.47;2666.96;NO;FALSE;FALSE;TRUE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;1;LesBucoliques;Bouygues
46;87_LesBucoliques_Bouygues;4;Maison;;240000;200000;2274.8;2729.75;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;87;;LesBucoliques;Bouygues
47;82_2_LesBucoliques_Bouygues;4;Appartement;;242000;201666.67;2459.35;2951.22;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;82;2;LesBucoliques;Bouygues
48;78_2_LesBucoliques_Bouygues;4;Appartement;;249000;207500;2660.26;3192.31;SE;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;78;2;LesBucoliques;Bouygues
49;89_1__1_LesBucoliques_Bouygues;4;Appartement;;250000;208333.33;2315.07;2778.09;NO;FALSE;FALSE;TRUE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;11;LesBucoliques;Bouygues
50;89_1__2_LesBucoliques_Bouygues;4;Appartement;;250000;208333.33;2315.07;2778.09;NO;FALSE;FALSE;TRUE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;12;LesBucoliques;Bouygues
51;87_2_LesBucoliques_Bouygues;4;Appartement;;250000;208333.33;2369.58;2843.49;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;87;2;LesBucoliques;Bouygues
52;89__1_LesBucoliques_Bouygues;4;Maison;;255000;212500;2376.69;2852.03;NO;TRUE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;1;LesBucoliques;Bouygues
53;89_1__3_LesBucoliques_Bouygues;4;Appartement;;255000;212500;2361.37;2833.65;NO;FALSE;FALSE;TRUE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;13;LesBucoliques;Bouygues
54;87__1_LesBucoliques_Bouygues;4;Maison;;257000;214166.67;2435.93;2923.11;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;87;1;LesBucoliques;Bouygues
55;89__2_LesBucoliques_Bouygues;4;Maison;;259000;215833.33;2413.97;2896.77;NO;TRUE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;89;2;LesBucoliques;Bouygues
56;90_LesBucoliques_Bouygues;4;Maison;;260000;216666.67;2398.35;2878.02;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;90;;LesBucoliques;Bouygues
57;97_LesBucoliques_Bouygues;4;Maison;;264000;220000;2246.5;2695.8;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;97;;LesBucoliques;Bouygues
58;90__1_LesBucoliques_Bouygues;4;Maison;;265000;220833.33;2444.47;2933.36;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;90;1;LesBucoliques;Bouygues
59;90__2_LesBucoliques_Bouygues;4;Maison;;268000;223333.33;2472.14;2966.57;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;90;2;LesBucoliques;Bouygues
60;97__1_LesBucoliques_Bouygues;4;Maison;;274000;228333.33;2331.6;2797.92;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;97;1;LesBucoliques;Bouygues
61;87_2__1_LesBucoliques_Bouygues;4;Appartement;;275000;229166.67;2606.54;3127.84;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;87;21;LesBucoliques;Bouygues
62;97__2_LesBucoliques_Bouygues;4;Maison;;277000;230833.33;2357.13;2828.55;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;97;2;LesBucoliques;Bouygues
63;97__3_LesBucoliques_Bouygues;4;Maison;;290000;241666.67;2467.75;2961.3;SE;TRUE;FALSE;TRUE;0;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;97;3;LesBucoliques;Bouygues
64;85_3_LesBucoliques_Bouygues;4;Appartement;;320000;266666.67;3102.22;3722.66;SO;FALSE;FALSE;FALSE;1;Cournon-d'Auvergne;63;01/02/2023;RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne;2021-07-21;85;3;LesBucoliques;Bouygues
65;32_3_Caract'R_Bouygues;1;Appartement;;165900;138250;4220.09;5064.1;S;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;32;3;Caract'R;Bouygues
66;38_3_Caract'R_Bouygues;2;Appartement;;182500;152083.33;3916.65;4699.97;N;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;38;3;Caract'R;Bouygues
67;39_3_Caract'R_Bouygues;2;Appartement;;187500;156250;3907.23;4688.67;N;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;39;3;Caract'R;Bouygues
68;41_3_Caract'R_Bouygues;2;Appartement;;194500;162083.33;3890.62;4668.75;S;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;41;3;Caract'R;Bouygues
69;45_1_Caract'R_Bouygues;2;Appartement;;195500;162916.67;3620.37;4344.44;E;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;45;1;Caract'R;Bouygues
70;41_Caract'R_Bouygues;2;Maison;;198500;165416.67;4009.13;4810.95;E;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;41;;Caract'R;Bouygues
71;45_2_Caract'R_Bouygues;2;Appartement;;200500;167083.33;3712.96;4455.56;E;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;45;2;Caract'R;Bouygues
72;61_1_Caract'R_Bouygues;3;Appartement;;257500;214583.33;3476.16;4171.39;O;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;61;1;Caract'R;Bouygues
73;75_Caract'R_Bouygues;3;Maison;;305000;254166.67;3350.91;4021.09;NE;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;75;;Caract'R;Bouygues
74;87_Caract'R_Bouygues;4;Maison;;356500;297083.33;3378.25;4053.9;E;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;87;;Caract'R;Bouygues
75;117_3_Caract'R_Bouygues;4;Appartement;;565500;471250;4000.08;4800.1;SE;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;117;3;Caract'R;Bouygues
76;106_4_Caract'R_Bouygues;5;Appartement;;567500;472916.67;4461.48;5353.77;NO;FALSE;FALSE;FALSE;1;Chamalières;63;01/11/2023;23-25 rue de l'écorchade 63400 Chamalières;2021-07-21;106;4;Caract'R;Bouygues
