Id;id_lot;nb_piece;typologie;prix_tva_reduite;prix_tva_normale;prix_HT;prix_m2_HT;prix_m2_TTC;orientation;exterieur;balcony;garden;parking;ville;departement;date_fin_programme;adresse_entiere;date_extraction;surface;etage;nom_programme ;promoteur
231;78_3_OnlyOneMontChat_Bouygues;4;Appartement;;704000;586666.67;7482.99;8979.59;S / SO;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;rue Cyrano / Impasse Morel 69003 Lyon;2021-07-21;78;3;OnlyOneMontChat;Bouygues
232;48_1_Nature&Sens_Bouygues;2;Appartement;;251000;209166.67;4350.39;5220.47;E;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;48;1;Nature&Sens;Bouygues
233;66_1_Nature&Sens_Bouygues;3;Appartement;;319500;266250;4004.36;4805.23;Traversant;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;66;1;Nature&Sens;Bouygues
234;66_2_Nature&Sens_Bouygues;3;Appartement;;329000;274166.67;4123.43;4948.11;Traversant;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;66;2;Nature&Sens;Bouygues
235;86_Nature&Sens_Bouygues;4;Appartement;;347000;289166.67;3361.23;4033.48;E;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;86;;Nature&Sens;Bouygues
236;89_Nature&Sens_Bouygues;4;Appartement;;363000;302500;3375.36;4050.44;SO;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;89;;Nature&Sens;Bouygues
237;105_1_Nature&Sens_Bouygues;5;Appartement;;424000;353333.33;3351.67;4022.01;E;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;105;1;Nature&Sens;Bouygues
238;123_Nature&Sens_Bouygues;5;Appartement;;542000;451666.67;3672.09;4406.5;O;FALSE;FALSE;FALSE;0;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;123;;Nature&Sens;Bouygues
239;123__1_Nature&Sens_Bouygues;5;Appartement;;548000;456666.67;3712.74;4455.28;O;FALSE;FALSE;FALSE;0;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;123;1;Nature&Sens;Bouygues
240;123__2_Nature&Sens_Bouygues;5;Appartement;;562000;468333.33;3807.59;4569.11;E;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;123;2;Nature&Sens;Bouygues
241;123__3_Nature&Sens_Bouygues;5;Appartement;;566000;471666.67;3834.69;4601.63;O;FALSE;FALSE;FALSE;1;Orliénas;69;01/05/2023;RUE ALEXANDRE LUIGINI 69530 Orliénas;2021-07-21;123;3;Nature&Sens;Bouygues
242;49_1_l'Apart_Bouygues;2;Appartement;;182562;152135;3101.63;3721.96;SE;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;49;1;l'Apart;Bouygues
243;46_1_l'Apart_Bouygues;2;Appartement;;182562;152135;3298.68;3958.41;NO;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;46;1;l'Apart;Bouygues
244;60_0_l'Apart_Bouygues;3;Appartement;196700;223734.5972;186445.5;3078.69;3694.43;SE;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;60;0;l'Apart;Bouygues
245;63_1_l'Apart_Bouygues;3;Appartement;201400;229080.5687;190900.47;2993.11;3591.73;E;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;63;1;l'Apart;Bouygues
246;63_2_l'Apart_Bouygues;3;Appartement;201400;229080.5687;190900.47;2993.58;3592.29;E;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;63;2;l'Apart;Bouygues
247;91_1_l'Apart_Bouygues;4;Appartement;282300;321099.5261;267582.94;2925.36;3510.44;Traversant;FALSE;TRUE;FALSE;1;Vienne;38;01/11/2022;8 montée Bon Accueil 38200 Vienne;2021-07-21;91;1;l'Apart;Bouygues
248;84_#PurCottage_Bouygues;4;Maison;;325000;270833.33;3191.53;3829.84;O;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;84;;#PurCottage;Bouygues
249;80_#PurCottage_Bouygues;4;Maison;;330000;275000;3395.48;4074.58;O;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;80;;#PurCottage;Bouygues
250;85_#PurCottage_Bouygues;4;Maison;;340000;283333.33;3329.03;3994.83;E;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;85;;#PurCottage;Bouygues
251;85__1_#PurCottage_Bouygues;4;Maison;;340000;283333.33;3314.62;3977.54;E;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;85;1;#PurCottage;Bouygues
252;88_#PurCottage_Bouygues;4;Maison;;340000;283333.33;3203.32;3843.98;O;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;88;;#PurCottage;Bouygues
253;84__1_#PurCottage_Bouygues;4;Maison;;340000;283333.33;3343.96;4012.75;O;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;84;1;#PurCottage;Bouygues
254;88__1_#PurCottage_Bouygues;4;Maison;;355000;295833.33;3334.46;4001.35;E;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;88;1;#PurCottage;Bouygues
255;89_#PurCottage_Bouygues;4;Maison;;355000;295833.33;3295.09;3954.11;E;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;89;;#PurCottage;Bouygues
256;94_#PurCottage_Bouygues;4;Maison;;355000;295833.33;3123.24;3747.89;O;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;94;;#PurCottage;Bouygues
257;95_#PurCottage_Bouygues;4;Maison;;370000;308333.33;3243.22;3891.87;S;TRUE;FALSE;FALSE;1;Vaulx-en-Velin;69;01/11/2022;70 RUE FRANKLIN 69120 Vaulx-en-Velin;2021-07-21;95;;#PurCottage;Bouygues
258;44_1_LEQUADRANT_Bouygues;2;Appartement;;213840;178200;3984.79;4781.75;NO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;44;1;LEQUADRANT;Bouygues
259;49_LEQUADRANT_Bouygues;2;Appartement;;254734;212278.33;4269.48;5123.37;SE;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;49;;LEQUADRANT;Bouygues
260;48_LEQUADRANT_Bouygues;2;Appartement;;261252;217710;4529.96;5435.96;NO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;48;;LEQUADRANT;Bouygues
261;55_LEQUADRANT_Bouygues;2;Appartement;;271620;226350;4090.91;4909.09;NE;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;55;;LEQUADRANT;Bouygues
262;61_3_LEQUADRANT_Bouygues;3;Appartement;;284437;237030.83;3856.67;4628;O;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;61;3;LEQUADRANT;Bouygues
263;80_1_LEQUADRANT_Bouygues;4;Appartement;289964;329816.872;274847.39;3397.37;4076.85;SO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;80;1;LEQUADRANT;Bouygues
264;87_2_LEQUADRANT_Bouygues;4;Appartement;310821;353540.4739;294617.06;3364.36;4037.23;SO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;87;2;LEQUADRANT;Bouygues
265;87_1_LEQUADRANT_Bouygues;4;Appartement;313700;356815.1659;297345.97;3395.52;4074.63;SO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;87;1;LEQUADRANT;Bouygues
266;98_1_LEQUADRANT_Bouygues;5;Appartement;349239;397238.673;331032.23;3359.37;4031.24;SE;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;98;1;LEQUADRANT;Bouygues
267;106_2_LEQUADRANT_Bouygues;5;Appartement;379183;431298.1991;359415.17;3372.26;4046.71;SO;FALSE;FALSE;FALSE;1;Brignais;69;01/02/2023;26 RUE PAUL BOVIER LAPIERRE 69530 Brignais;2021-07-21;106;2;LEQUADRANT;Bouygues
268;48_COLL'LODGES_Bouygues;2;Appartement;;294000;245000;5034.94;6041.92;O;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;48;;COLL'LODGES;Bouygues
269;45_COLL'LODGES_Bouygues;2;Appartement;;297000;247500;5432.4;6518.88;N;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;45;;COLL'LODGES;Bouygues
270;48__1_COLL'LODGES_Bouygues;2;Appartement;;322000;268333.33;5498.63;6598.36;O;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;48;1;COLL'LODGES;Bouygues
271;47_COLL'LODGES_Bouygues;2;Appartement;;336000;280000;5834.55;7001.46;S;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;47;;COLL'LODGES;Bouygues
272;60_1_COLL'LODGES_Bouygues;3;Appartement;;349000;290833.33;4829.51;5795.42;E;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;60;1;COLL'LODGES;Bouygues
273;65_COLL'LODGES_Bouygues;3;Appartement;;420000;350000;5330.49;6396.59;SO;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;65;;COLL'LODGES;Bouygues
274;65__1_COLL'LODGES_Bouygues;3;Appartement;;435000;362500;5537.73;6645.28;SO;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;65;1;COLL'LODGES;Bouygues
275;94_1_COLL'LODGES_Bouygues;4;Appartement;;499000;415833.33;4392.91;5271.5;NO;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;94;1;COLL'LODGES;Bouygues
276;88_COLL'LODGES_Bouygues;4;Appartement;;504000;420000;4769.48;5723.37;SE;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;88;;COLL'LODGES;Bouygues
277;102_1_COLL'LODGES_Bouygues;4;Appartement;;543000;452500;4397.9;5277.48;O;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;102;1;COLL'LODGES;Bouygues
278;89_1_COLL'LODGES_Bouygues;4;Appartement;;546000;455000;5106.62;6127.95;SO;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;89;1;COLL'LODGES;Bouygues
279;86_1_COLL'LODGES_Bouygues;4;Appartement;;553000;460833.33;5353.55;6424.26;SE;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;86;1;COLL'LODGES;Bouygues
280;99_1_COLL'LODGES_Bouygues;4;Appartement;;559000;465833.33;4663;5595.6;NE;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;99;1;COLL'LODGES;Bouygues
281;94_1__1_COLL'LODGES_Bouygues;4;Appartement;;586000;488333.33;5156.63;6187.96;SE;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;94;11;COLL'LODGES;Bouygues
282;95_1_COLL'LODGES_Bouygues;4;Appartement;;589000;490833.33;5127.8;6153.36;O;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;95;1;COLL'LODGES;Bouygues
283;90_1_COLL'LODGES_Bouygues;4;Appartement;;599000;499166.67;5532.16;6638.59;S;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;90;1;COLL'LODGES;Bouygues
284;101_1_COLL'LODGES_Bouygues;4;Appartement;;624000;520000;5130.23;6156.27;O;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;101;1;COLL'LODGES;Bouygues
285;102_1__1_COLL'LODGES_Bouygues;4;Appartement;;649000;540833.33;5287.77;6345.33;SO;FALSE;FALSE;FALSE;1;Collonges-au-Mont-d'Or;69;01/02/2024;rue des grand violets 69660 Collonges-au-Mont-d'Or;2021-07-21;102;11;COLL'LODGES;Bouygues
286;42_1_NEO_Bouygues;2;Appartement;;279000;232500;5444.96;6533.96;E / S;FALSE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;42;1;NEO;Bouygues
287;42_2_NEO_Bouygues;2;Appartement;;284000;236666.67;5542.54;6651.05;E / S;FALSE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;42;2;NEO;Bouygues
288;65_NEO_Bouygues;3;Appartement;;312700;260583.33;3959.03;4750.84;E / N;FALSE;FALSE;FALSE;0;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;65;;NEO;Bouygues
289;65_1_NEO_Bouygues;3;Appartement;;350700;292250;4440.14;5328.17;E / N;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;65;1;NEO;Bouygues
290;65_2_NEO_Bouygues;3;Appartement;;360700;300583.33;4566.75;5480.1;E / N;FALSE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;65;2;NEO;Bouygues
291;65_3_NEO_Bouygues;3;Appartement;;370700;308916.67;4693.36;5632.03;E / N;FALSE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;65;3;NEO;Bouygues
292;63_NEO_Bouygues;3;Maison;;390500;325416.67;5116.61;6139.94;O / E;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;63;;NEO;Bouygues
293;69_5_NEO_Bouygues;3;Appartement;;431500;359583.33;5206.82;6248.19;E;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;69;5;NEO;Bouygues
294;94_5_NEO_Bouygues;4;Appartement;;526700;438916.67;4646.1;5575.31;E;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;94;5;NEO;Bouygues
295;99_4_NEO_Bouygues;4;Appartement;;538800;449000;4497.65;5397.18;S / E;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;99;4;NEO;Bouygues
296;112_4_NEO_Bouygues;5;Appartement;;617500;514583.33;4565.15;5478.18;O / S;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;112;4;NEO;Bouygues
297;120_3_NEO_Bouygues;5;Appartement;;643000;535833.33;4450.44;5340.53;O / N;TRUE;FALSE;FALSE;1;Lyon;69;01/02/2023;53-55-57-59 rue Hugues Guérin 69008 Lyon;2021-07-21;120;3;NEO;Bouygues
298;44_1_InspiR'_Bouygues;2;Appartement;;170000;141666.67;3216.04;3859.25;NO;FALSE;TRUE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;44;1;InspiR';Bouygues
299;46_2_InspiR'_Bouygues;2;Appartement;;180000;150000;3208.56;3850.27;NE;FALSE;TRUE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;46;2;InspiR';Bouygues
300;63_1_InspiR'_Bouygues;3;Appartement;;227000;189166.67;2976.66;3571.99;SO;FALSE;TRUE;FALSE;0;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;63;1;InspiR';Bouygues
301;63_InspiR'_Bouygues;3;Appartement;;243500;202916.67;3196.54;3835.85;SO;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;63;;InspiR';Bouygues
302;67_1_InspiR'_Bouygues;3;Appartement;;245500;204583.33;3032.21;3638.65;SE;FALSE;TRUE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;67;1;InspiR';Bouygues
303;67_InspiR'_Bouygues;3;Appartement;;246500;205416.67;3044.56;3653.48;SE;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;67;;InspiR';Bouygues
304;63_2_InspiR'_Bouygues;3;Appartement;;247000;205833.33;3238.92;3886.7;SO;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;63;2;InspiR';Bouygues
305;63_2__1_InspiR'_Bouygues;3;Appartement;;262000;218333.33;3431.3;4117.55;SE;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;63;21;InspiR';Bouygues
306;63_2__2_InspiR'_Bouygues;3;Appartement;;273500;227916.67;3583.6;4300.31;SE;TRUE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;63;22;InspiR';Bouygues
307;82_1_InspiR'_Bouygues;4;Appartement;;282000;235000;2841.6;3409.92;SO;FALSE;TRUE;FALSE;0;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;82;1;InspiR';Bouygues
308;82_2_InspiR'_Bouygues;4;Appartement;;310000;258333.33;3123.74;3748.49;SO;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;82;2;InspiR';Bouygues
309;89_1_InspiR'_Bouygues;4;Appartement;;312000;260000;2907.63;3489.15;SE;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;89;1;InspiR';Bouygues
310;89_InspiR'_Bouygues;4;Appartement;;327000;272500;3048.1;3657.72;SE;FALSE;FALSE;FALSE;1;Domène;38;01/02/2024;83 rue des brassières 38420 Domène;2021-07-21;89;;InspiR';Bouygues
311;66_PREAMBULE_Bouygues;3;Appartement;;254000;211666.67;3182;3818.4;S;FALSE;TRUE;FALSE;1;Vénissieux;69;01/05/2023;103 AVENUE JULES GUESDE 69200 Vénissieux;2021-07-21;66;;PREAMBULE;Bouygues
312;67_1_PREAMBULE_Bouygues;3;Appartement;;261000;217500;3216.03;3859.23;S;TRUE;FALSE;FALSE;1;Vénissieux;69;01/05/2023;103 AVENUE JULES GUESDE 69200 Vénissieux;2021-07-21;67;1;PREAMBULE;Bouygues
313;64_1_PREAMBULE_Bouygues;3;Appartement;;268000;223333.33;3445.44;4134.53;O;FALSE;TRUE;FALSE;1;Vénissieux;69;01/05/2023;103 AVENUE JULES GUESDE 69200 Vénissieux;2021-07-21;64;1;PREAMBULE;Bouygues
314;62_2_PREAMBULE_Bouygues;3;Appartement;;269000;224166.67;3596.45;4315.74;E;TRUE;FALSE;FALSE;1;Vénissieux;69;01/05/2023;103 AVENUE JULES GUESDE 69200 Vénissieux;2021-07-21;62;2;PREAMBULE;Bouygues